epoch,train_loss_total,train_loss_det,train_loss_enh,train_w_det,train_w_enh,epoch_duration,val_loss_total,val_loss_det,val_loss_enh,val_psnr,val_ssim,val_prec_prox,val_mAP50,val_mAP,val_recall,lr_backbone,lr_det,lr_dec
0,75.32514512053105,75.20764593943534,0.1289846139338136,1.0000019252860808,1.0128104391516564,112.70870399475098,52.448003116406895,52.42870682164242,0.049020521342754364,21.732068362988922,0.7905743,0.04500073194503784,0.04500073194503784,0.04500073194503784,0.2360222190618515,1.0434064616132949e-05,1.0434064616132949e-05,0.00010434064616132938
1,41.61513660395033,41.63468362395666,0.0477135390200912,1.0000059331846087,1.0739521103966572,112.50118708610535,35.12110125391107,35.20280838012695,0.03807826423527379,23.812210032814427,0.87999105,0.133774533867836,0.133774533867836,0.133774533867836,0.41260290145874023,2.801137565267452e-05,2.801137565267452e-05,0.00028011375652674513
2,30.142811201209184,30.303221209295863,0.04395360727925846,1.0000182965706135,1.2425689306752434,113.24102592468262,28.963328411704616,29.227928763941716,0.044188566800010834,22.795264394659746,0.8918097,0.17829163372516632,0.17829163372516632,0.17829163372516632,0.45485028624534607,5.20197016518341e-05,5.20197016518341e-05,0.000520197016518341
3,24.646637350040542,25.05817806459146,0.0400693565169145,1.0000275446329745,1.618086228550041,112.34409785270691,26.64201380077161,27.219575656087773,0.0367958986837613,24.400395042017887,0.8999795,0.21483944356441498,0.21483944356441498,0.21483944356441498,0.5139565467834473,7.602274591345429e-05,7.602274591345429e-05,0.0007602274591345429
4,21.35265476053411,22.116707215862213,0.03709558133900072,1.0000460069381332,2.363220118243119,112.3003134727478,26.57586948495162,27.52608971846731,0.041328330573282744,23.489283360933,0.9042721,0.20250792801380157,0.20250792801380157,0.20250792801380157,0.5564079880714417,9.358562769740331e-05,9.358562769740331e-05,0.0009358562769740331
5,18.824806705163937,20.00342603013807,0.034039188284415246,1.000053700795368,3.726797674143202,112.88273358345032,23.42608404159546,24.784312172939902,0.039834696897550634,23.744019608748587,0.888973,0.24660544097423553,0.24660544097423553,0.24660544097423553,0.5294970870018005,9.999999979212171e-05,9.999999979212171e-05,0.0009999999979212171
6,16.76485345356143,18.36442875787382,0.030280582209739566,1.0000490320139919,5.990683101935073,112.56284260749817,23.238506844169216,25.045532577916195,0.02732811544678713,26.556542245965254,0.9191736,0.25335851311683655,0.25335851311683655,0.25335851311683655,0.46685630083084106,9.99151429413104e-05,9.99151429413104e-05,0.0009991514294131038
7,15.114584928022284,17.084290059008943,0.028531659718567862,1.0000592937290107,9.477885335216701,113.01105260848999,22.645482740904157,24.808597087860107,0.025462043912787186,27.210703297665244,0.92342997,0.2626646161079407,0.2626646161079407,0.2626646161079407,0.4738326072692871,9.96613897237883e-05,9.96613897237883e-05,0.000996613897237883
8,13.838718344051635,16.11413213676046,0.026968815673411268,1.0000628670181226,14.492013348307356,112.79989671707153,21.54875878283852,23.978072266829642,0.024738222703729804,27.449908959238154,0.9240291,0.2852036654949188,0.2852036654949188,0.2852036654949188,0.5089832544326782,9.923959876011988e-05,9.923959876011988e-05,0.0009923959876011988
9,12.842136106520984,15.374815123955658,0.024348677416276596,1.0000553256291955,21.153477175482386,112.60293483734131,21.463339956183184,24.065783199511078,0.02455705879746299,27.708483294436807,0.9259618,0.2843671441078186,0.2843671441078186,0.2843671441078186,0.5052643418312073,9.86511972574114e-05,9.86511972574114e-05,0.000986511972574114
10,12.06590003279683,14.738323192237686,0.02387203097045655,1.0000743426873018,28.91281182040989,113.12556409835815,21.225430187426117,24.031513113724557,0.020503388325634756,28.720721997712786,0.92785287,0.2590985894203186,0.2590985894203186,0.2590985894203186,0.45296022295951843,9.78981761800939e-05,9.78981761800939e-05,0.000978981761800939
11,11.470577178703953,14.251233053057918,0.022324083669280462,1.000073159376282,36.552493546823726,112.99244689941406,20.683412112687762,23.492679119110107,0.02193050983508951,28.35334080143979,0.9281386,0.26058247685432434,0.26058247685432434,0.26058247685432434,0.476753294467926,9.698308351312983e-05,9.698308351312983e-05,0.0009698308351312981
12,10.918408274276876,13.774760435367453,0.020999410588200842,1.0000693788722765,42.84636125594471,113.0213131904602,20.66837283184654,23.555958220833226,0.020432594477346067,28.94098316995721,0.93042696,0.25267428159713745,0.25267428159713745,0.25267428159713745,0.43427857756614685,9.590901564043844e-05,9.590901564043844e-05,0.0009590901564043844
13,10.519978203369906,13.424578884178569,0.02009469199908144,1.0000616689460777,47.00411315846219,112.61454176902771,20.932304495259334,23.817741971266898,0.020515797561720797,28.779202461242676,0.9278715,0.2467498779296875,0.2467498779296875,0.2467498779296875,0.41897034645080566,9.467960686771277e-05,9.467960686771277e-05,0.0009467960686771276
14,10.132492519845036,13.107283752913759,0.018748931490398687,1.0000614632259717,50.70253581462609,112.4497754573822,21.032695920843828,24.007728978207236,0.01877695101460344,29.405594725357858,0.93138796,0.25620418787002563,0.25620418787002563,0.25620418787002563,0.4513278603553772,9.329901712507953e-05,9.329901712507953e-05,0.0009329901712507952
15,9.779402219015976,12.790265193927251,0.018097410184334157,1.0000631469170502,54.07328887269789,112.74268531799316,20.57332043898733,23.551185532620078,0.01871446500483312,29.372450025458086,0.9309783,0.24749816954135895,0.24749816954135895,0.24749816954135895,0.3971688747406006,9.17719178912124e-05,9.17719178912124e-05,0.0009177191789121239
16,9.563955522629909,12.54915223375757,0.018569704134974826,1.0000530546735447,54.69166535643575,112.83990669250488,20.9826508823194,24.019962963305023,0.01761374921586953,29.718846220719186,0.93179655,0.24917520582675934,0.24917520582675934,0.24917520582675934,0.3983440101146698,9.010347638652695e-05,9.010347638652695e-05,0.0009010347638652694
17,9.263960657448605,12.308171533865615,0.01750508896702883,1.0000608970752705,56.096650066794275,113.19021463394165,20.66061840559307,23.53107341967131,0.020532980806341295,29.027284722579154,0.93161327,0.250758558511734,0.250758558511734,0.250758558511734,0.38894468545913696,8.829933808894233e-05,8.829933808894233e-05,0.0008829933808894232
18,9.026254548548158,12.07021988372444,0.01751277979965494,1.000070454745457,57.16001047236045,112.4750702381134,20.593829180064954,23.520459375883405,0.01953931829254878,29.445509408649645,0.9329176,0.2295358031988144,0.2295358031988144,0.2295358031988144,0.38002702593803406,8.636560763137103e-05,8.636560763137103e-05,0.0008636560763137102
19,8.779244011472386,11.86988277046658,0.016715358157399867,1.0000577327973417,58.87662669932207,112.496821641922,20.83402345055028,23.91054055565282,0.016895513515919447,29.900114962929173,0.9330644,0.23878970742225647,0.23878970742225647,0.23878970742225647,0.370474249124527,8.430882814557354e-05,8.430882814557354e-05,0.0008430882814557352
20,8.586027436495575,11.67157365386389,0.016801275242832387,1.000055787331632,59.54748264300786,113.02351546287537,20.717386898241546,23.734862678929378,0.017949759126885942,29.687229859201533,0.9332471,0.24327395856380463,0.24327395856380463,0.24327395856380463,0.37043511867523193,8.213595912227161e-05,8.213595912227161e-05,0.000821359591222716
21,8.399010721045228,11.495238234630573,0.01662684240901031,1.0000580069039682,59.80695164838929,112.7953450679779,20.780599819986445,23.842207356503135,0.01720708267959325,29.882312975431745,0.9330617,0.25303247570991516,0.25303247570991516,0.25303247570991516,0.3813028335571289,7.985435286243461e-05,7.985435286243461e-05,0.000798543528624346
22,8.200788519599222,11.319199831134473,0.016259194960449835,1.0000489849281908,60.83384325511777,113.48314237594604,20.21757261376632,23.199850358461077,0.018469019180261774,29.510241006550036,0.9325858,0.25770139694213867,0.25770139694213867,0.25770139694213867,0.39531606435775757,7.747172959942041e-05,7.747172959942041e-05,0.0007747172959942039
23,8.058928243792543,11.132824712412484,0.016995320343310277,1.0000440467113985,60.569112054232896,112.99511456489563,20.268761408956426,23.346226290652627,0.016950316457568032,29.98197610754716,0.93353844,0.2293287068605423,0.2293287068605423,0.2293287068605423,0.36837512254714966,7.499615137614942e-05,7.499615137614942e-05,0.000749961513761494
24,7.858760017960049,11.005715672125262,0.015792745448718996,1.0000449833825091,61.140334365509894,112.62456798553467,20.234345561579655,23.325090082068193,0.016713275108486414,30.001582195884303,0.9336156,0.2524487376213074,0.2524487376213074,0.2524487376213074,0.38360124826431274,7.243599476570338e-05,7.243599476570338e-05,0.0007243599476570337
25,7.698718066125828,10.844013864343816,0.015827233821363845,1.0000537792717028,62.25231213704172,112.96604537963867,20.25762875456559,23.319916072644684,0.017136822699716215,29.949151641444157,0.9334494,0.23247921466827393,0.23247921466827393,0.23247921466827393,0.35115137696266174,6.97999225276536e-05,6.97999225276536e-05,0.0006979992252765359
26,7.5577332173769,10.718834535455255,0.015579869751716295,1.0000470463758726,63.25737987267186,112.95423126220703,19.95841488085295,23.040805038652923,0.01682332162990382,30.100370356911107,0.9338838,0.25455227494239807,0.25455227494239807,0.25455227494239807,0.3873973488807678,6.709685429602461e-05,6.709685429602461e-05,0.0006709685429602461
27,7.394536643192686,10.554569864721508,0.015599304291953955,1.000042157860759,64.00110985567578,113.24591755867004,20.055422695059526,23.083781894884613,0.017622075068127168,29.983257293701172,0.9314024,0.24871765077114105,0.24871765077114105,0.24871765077114105,0.3712179362773895,6.433593639807621e-05,6.433593639807621e-05,0.000643359363980762
