epoch,train_loss_total,train_loss_det,train_loss_enh,val_loss_total,val_loss_det,val_loss_enh,val_psnr,val_ssim,val_iou,val_precision,val_recall,val_mAP50,lr_backbone,lr_det_head,lr_decoder
20,0.8117833301226298,2.1619021213849385,0.03794028994441032,0.9218519194920858,3.3789648977915445,0.02460589283456405,27.762407302856445,0.9187209,0.48795935987276856,0.9722392136733418,0.40720063087105607,0.6495984694945405,5e-05,5e-05,0.0005
21,0.7969947579701742,2.118751016934713,0.03732445493837198,0.9343638126055399,3.4125073782602944,0.02518623280028502,27.553836517333984,0.9226093,0.09860683863524815,0.18654685897844514,0.06858308700582216,0.4151606864694626,4.5871032726383386e-05,4.5871032726383386e-05,0.0004587103272638339
22,0.7851095359325408,2.081469010512034,0.036881572638948756,0.9382912317911783,3.416713463465373,0.025494852463404338,27.386967366536457,0.9231347,0.6273558866749562,0.4625200197232575,0.5652569008372466,0.8012245123444075,4.17702704859633e-05,4.17702704859633e-05,0.00041770270485963295
23,0.7715276249249776,2.039829705397288,0.03635616776595513,0.9450100843111674,3.417207794189453,0.02615685128917297,27.351935857137043,0.91635144,0.4732326740273231,0.5769902740629803,0.8649205086651742,0.657505514975625,3.772572564296005e-05,3.772572564296005e-05,0.00037725725642960046
24,0.7626282768249512,2.004338311036428,0.036176060964663824,0.9313633807500203,3.3876335493723553,0.025383666728933652,27.54569730122884,0.9234095,0.8413779308596588,0.5844208103461943,0.2734974991604703,0.2939042336237603,3.3765026539765834e-05,3.3765026539765834e-05,0.0003376502653976583
25,0.7520860022703807,1.9737458628018698,0.035733682359258334,0.9881582713127136,3.4265836588541667,0.030284153322378795,26.911008631388345,0.83773947,0.6786792079052935,0.968502964963561,0.20822362183478327,0.6470745364158614,2.991522876735154e-05,2.991522876735154e-05,0.0002991522876735154
26,0.7433683724403382,1.9400381191571554,0.035536074196298915,0.9481059590975444,3.4300091457366944,0.02621041112889846,27.28789586385091,0.9236741,0.5224638458397308,0.35556020358805573,0.9060398786174676,0.443626694220287,2.6202630348146324e-05,2.6202630348146324e-05,0.0002620263034814632
27,0.7330816121896108,1.9101775439580282,0.03510460975269476,0.9225215689341227,3.4470929749806722,0.023310295790433883,28.05152333577474,0.9246455,0.3707020494185742,0.3130148390147146,0.6428648628194584,0.8815978941047634,2.2652592093878666e-05,2.2652592093878666e-05,0.00022652592093878665
28,0.7244173512458801,1.8797751909891764,0.03484623050441345,0.9373092746734619,3.457016347249349,0.024590598605573177,27.68525978088379,0.9246461,0.8704971082592282,0.8046814958889598,0.33366479198604815,0.17204546640381269,1.928936436551661e-05,1.928936436551661e-05,0.00019289364365516608
29,0.7171273553371429,1.8552541367212931,0.03460765226433674,0.95127419312795,3.4291598796844482,0.02654422082006931,27.23207567850749,0.92327994,0.7324616077986009,0.887254425680962,0.685768518655927,0.9842255424019243,1.6135921418712956e-05,1.6135921418712956e-05,0.00016135921418712956
30,0.7091724016666412,1.8328439690272014,0.03426036009440819,0.9328557960192363,3.463233995437622,0.024020898329714935,27.882987569173178,0.9255175,0.6665866667226407,0.6218769518351506,0.34632374769176244,0.5474484732201687,1.3213804466343421e-05,1.3213804466343421e-05,0.0001321380446634342
31,0.7062387379805247,1.815184264977773,0.03432018801073233,0.9395488182703654,3.453186206817627,0.02489115633070469,27.590510431925455,0.92422026,0.044422422456298995,0.8038525470818016,0.09665709219335816,0.47046802863959947,1.0542974530180327e-05,1.0542974530180327e-05,0.00010542974530180327
32,0.700586225827535,1.7992953241666159,0.03407271543641885,0.9412669698397319,3.454925397237142,0.02502818826586008,27.651200637817382,0.92452604,0.6001967581669777,0.33114347160899527,0.8226660326028885,0.7888833658587653,8.141676086873572e-06,8.141676086873572e-06,8.141676086873573e-05
33,0.6937333067258199,1.7847534122467041,0.03367826188107331,0.9475230224927267,3.4821458880106606,0.02510938297957182,27.635791524251303,0.92438316,0.34240395495619497,0.8075328316900336,0.21143555181933527,0.3960432830299724,6.026312439675552e-06,6.026312439675552e-06,6.026312439675552e-05
34,0.6916785350640615,1.773815261999766,0.03369154761731625,0.9471049030621846,3.4687482674916583,0.02533552365998427,27.607634150187174,0.9248834,0.2026368005275523,0.770562652111195,0.08440044061612062,0.09524060903378184,4.2113336672471245e-06,4.2113336672471245e-06,4.211333667247125e-05
35,0.6878710743586223,1.7642653582890828,0.03350179961323738,0.9398041780789693,3.4761719608306887,0.024456977384785812,27.800124435424806,0.92501396,0.5873538471090309,0.8355415968425003,0.7209283156495009,0.4331712553525521,2.7091379149682685e-06,2.7091379149682685e-06,2.709137914968268e-05
36,0.6866725327173869,1.7567020602226258,0.03353321146965027,0.9431283267339071,3.4747096220652263,0.024818639668325582,27.686068852742512,0.9246926,0.09301328161484008,0.9587555162616745,0.5202428380312083,0.5475940833718531,1.5299867030334814e-06,1.5299867030334814e-06,1.5299867030334813e-05
37,0.6840141731500625,1.7500599091847737,0.033400218524038794,0.9501003797849019,3.4775052007039386,0.025459931964675584,27.48905517578125,0.9249308,0.8305040859648225,0.5697888349991065,0.0590805305800739,0.7104873020485719,6.819348298638839e-07,6.819348298638839e-07,6.819348298638839e-06
38,0.6814726595878601,1.7485519061088561,0.03317622723678748,0.9389397239685059,3.4759176794687905,0.02437561718126138,27.81537531534831,0.92490053,0.3530530800048896,0.6304334359065732,0.9196676393603005,0.6604349867772709,1.7077534966650766e-07,1.7077534966650766e-07,1.7077534966650766e-06
39,0.6827239764928817,1.747456545829773,0.03332326615601778,0.9356066083908081,3.473365290959676,0.024093354207774004,27.88430732727051,0.9252666,0.5750686013959354,0.7675177326609615,0.7359630730204911,0.34633503252455866,0.0,0.0,0.0
