epoch,train_loss_total,train_loss_det,train_loss_enh,val_loss_total,val_loss_det,val_loss_enh,val_psnr,val_ssim,val_iou,val_precision,val_recall,val_mAP50,lr_backbone,lr_det_head,lr_decoder
16,0.7881584630012513,2.3721264435450236,0.03137331665555636,0.8670338098208109,3.304240875244141,0.020618562748034794,29.15498675028483,0.92808056,0.3791562161467959,0.3710169415435055,0.7347612276090374,0.8445661341418581,6.623497346023418e-05,6.623497346023418e-05,0.0006623497346023419
17,0.7661905200481415,2.307388492266337,0.030471281359593073,0.8738452768325806,3.3225073846181234,0.020934378790358702,29.101936899820963,0.9287577,0.6487342616459474,0.83260800606922,0.36733097422580574,0.08843508442495773,6.227427435703997e-05,6.227427435703997e-05,0.0006227427435703996
18,0.7496485368410746,2.2493141333262128,0.029978570232788722,0.8843376898765564,3.3632689825693767,0.021168388711909455,28.96264623006185,0.92886037,0.8631108956261357,0.48740072705821946,0.9503862520935044,0.0062683125444790155,5.8229729514036705e-05,5.8229729514036705e-05,0.000582297295140367
19,0.733507632335027,2.197027819156647,0.029410206170131764,0.8661050796508789,3.348516747156779,0.01964017185072104,29.437380498250324,0.9296076,0.3293162170832875,0.39984328278745473,0.9207224243553276,0.4055712692393526,5.4128967273616625e-05,5.4128967273616625e-05,0.0005412896727361663
20,0.7204947290420533,2.148014676253001,0.029089178736011186,0.881011426448822,3.3855090777079266,0.02039095946898063,29.192871526082357,0.92883444,0.7930006646173271,0.7652923807183072,0.7737826363975887,0.448277660904676,5e-05,5e-05,0.0005
21,0.7039609016577403,2.097910392284393,0.02843788178389271,0.8733657677968343,3.365505313873291,0.02002646921823422,29.27386739095052,0.92877257,0.041931083577590865,0.8615504383114925,0.9589347183729775,0.5335684220137266,4.5871032726383386e-05,4.5871032726383386e-05,0.0004587103272638339
22,0.6903613452911377,2.047552254517873,0.028085088873902958,0.8774166615804037,3.3914223543802895,0.01991321807106336,29.247758255004882,0.9289044,0.6708080102859474,0.938125192884137,0.023293844582933265,0.4958943045071459,4.17702704859633e-05,4.17702704859633e-05,0.00041770270485963295
23,0.6773660474618276,2.0048144114812216,0.027640315944949787,0.8852864281336467,3.430517997741699,0.01991828174640735,29.36810157775879,0.9290921,0.8198869039448313,0.3668126855399,0.7074193521210901,0.912953163993964,3.772572564296005e-05,3.772572564296005e-05,0.00037725725642960046
24,0.6670973583062489,1.9636867767969768,0.027435999708871048,0.9010109082857768,3.4364063040415447,0.02137296331425508,28.944192682902017,0.9282953,0.06351164423642341,0.4006678811751897,0.7588222452887379,0.564479607995801,3.3765026539765834e-05,3.3765026539765834e-05,0.0003376502653976583
25,0.6575836927096049,1.9243645157814027,0.027271078365544477,0.8923035645484925,3.4407289187113443,0.020415777042508125,29.125129572550456,0.92898226,0.12584736853634007,0.6704490201577894,0.9802753858470012,0.7826923020396396,2.991522876735154e-05,2.991522876735154e-05,0.0002991522876735154
26,0.6436921988328298,1.8866590304374695,0.026636038541793822,0.8944003653526306,3.468179890314738,0.02007643813888232,29.307630208333332,0.9297599,0.0046226760304504235,0.6379118805940348,0.17791041306745115,0.24637508505360484,2.6202630348146324e-05,2.6202630348146324e-05,0.0002620263034814632
27,0.6343393773635229,1.8458750597635905,0.026516435759762924,0.8820177030563354,3.4463359769185384,0.019275049070517223,29.52180419921875,0.9302609,0.1320890273537726,0.8916990663538373,0.7866314802999429,0.27313311449125244,2.2652592093878666e-05,2.2652592093878666e-05,0.00022652592093878665
28,0.624893585006396,1.8174582618077597,0.026140192666401465,0.8861660186449687,3.466799332300822,0.019280613449712596,29.529765828450522,0.93035084,0.1939590686624769,0.8125353622532889,0.49449915152284474,0.27365166271661456,1.928936436551661e-05,1.928936436551661e-05,0.00019289364365516608
29,0.6156630705595016,1.7861746973991395,0.025842812507102887,0.8938832926750183,3.483469794591268,0.019718932335575423,29.351028645833335,0.93010783,0.08806929258966421,0.34020158821140567,0.4483654269418106,0.21414974585769453,1.6135921418712956e-05,1.6135921418712956e-05,0.00016135921418712956
30,0.6077876257101694,1.75735831228892,0.025631595787902674,0.8946056485176086,3.4987479718526204,0.019485604527095954,29.49290102640788,0.93049914,0.3078278980123965,0.5141875741667848,0.14207042248403878,0.5609359255025121,1.3213804466343421e-05,1.3213804466343421e-05,0.0001321380446634342
31,0.6028085693915685,1.7384335521062215,0.02551218521098296,0.8998287320137024,3.5234520403544107,0.019513830927511057,29.380382563273113,0.92975736,0.4063865360213312,0.3005430111597919,0.9172316263199262,0.7911412279054114,1.0542974530180327e-05,1.0542974530180327e-05,0.00010542974530180327
32,0.5952753119468689,1.717371516863505,0.025180100318044425,0.8988516449928283,3.5253198973337807,0.019378765076398848,29.517289225260416,0.93024516,0.7334507711038034,0.2354318123932856,0.8270199953766503,0.22577665721992568,8.141676086873572e-06,8.141676086873572e-06,8.141676086873573e-05
33,0.5910540702342987,1.7003031220436096,0.02509934397538503,0.9027524153391521,3.5428665828704835,0.01941790886223316,29.484646377563475,0.93034476,0.6344267704839892,0.8848247951936496,0.7236096124088601,0.27276620014526953,6.026312439675552e-06,6.026312439675552e-06,6.026312439675552e-05
34,0.5883686881462733,1.6881439204216004,0.025073989915351074,0.89898273229599,3.5348802598317466,0.019200667229791482,29.545296020507813,0.93055254,0.6429760813965628,0.5183970369537072,0.7833321725085021,0.9631058858267523,4.2113336672471245e-06,4.2113336672471245e-06,4.211333667247125e-05
35,0.5846196795701981,1.6731991443634033,0.024997984473903972,0.9021801646550497,3.550675738652547,0.01920449992020925,29.539542287190756,0.9302656,0.14361995754785445,0.1404780183079346,0.25349618621532255,0.7887458245313025,2.7091379149682685e-06,2.7091379149682685e-06,2.709137914968268e-05
36,0.5817253711223602,1.669485243320465,0.024782831616699696,0.8996508630116781,3.5370045057932535,0.01922499490280946,29.561668294270834,0.9307363,0.8899492190134732,0.7660161620943322,0.20319316130168263,0.11500182249680935,1.5299867030334814e-06,1.5299867030334814e-06,1.5299867030334813e-05
37,0.580702042500178,1.6617994771003723,0.024834213964641094,0.9030342531204224,3.5504082361857097,0.019295259229838848,29.538742980957032,0.9302387,0.4997408640337394,0.11629091470133801,0.04501993315029662,0.1123095368882795,6.819348298638839e-07,6.819348298638839e-07,6.819348298638839e-06
38,0.5784527855316798,1.6563974908192953,0.02471732806538542,0.9025563851992289,3.54630113919576,0.019329614092906316,29.536637318929035,0.93095934,0.049758669054430195,0.07872774609999944,0.36236245751633656,0.04975386603317633,1.7077534966650766e-07,1.7077534966650766e-07,1.7077534966650766e-06
39,0.5790987779299418,1.6550934001604716,0.024808009358743825,0.9036804207166036,3.5425071207682293,0.01951789878308773,29.449067916870117,0.9303976,0.7620103142121637,0.03569642041639187,0.8859437253024516,0.6550923762340127,0.0,0.0,0.0
