epoch,train_loss_det,epoch_duration,val_loss_det,val_mAP50,val_mAP,lr_bb,lr_nh
35,9.941131952040621,58.26048731803894,22.292641288355778,0.29271864891052246,0.29271864891052246,4.1313335791213014e-05,4.1313335791213014e-05
36,9.852329037406228,58.1519558429718,22.40966658843191,0.2820422649383545,0.2820422649383545,3.846501617401141e-05,3.846501617401141e-05
37,9.7581148147583,58.39091467857361,22.299985258202803,0.2798626124858856,0.2798626124858856,3.56557279675006e-05,3.56557279675006e-05
38,9.6718340973869,58.64634466171265,22.527109547665244,0.2776636779308319,0.2776636779308319,3.289497691371221e-05,3.289497691371221e-05
39,9.59404076154703,58.38740611076355,22.56114515505339,0.2822476923465729,0.2822476923465729,3.0192104520317096e-05,3.0192104520317096e-05
40,9.514579334976531,58.37711453437805,22.399835686934622,0.2780086398124695,0.2780086398124695,2.755625645192047e-05,2.755625645192047e-05
41,9.442921820852824,58.15925908088684,22.470632954647666,0.27884340286254883,0.27884340286254883,2.4996351584027695e-05,2.4996351584027695e-05
42,9.37548433725363,58.3838677406311,22.59738046244571,0.2813276946544647,0.2813276946544647,2.2521051824393003e-05,2.2521051824393003e-05
43,9.317383213103005,58.473464012145996,22.433675991861445,0.2775091230869293,0.2775091230869293,2.0138732803865287e-05,2.0138732803865287e-05
44,9.248975513123419,58.56550359725952,22.435725964997943,0.2840031385421753,0.2840031385421753,1.7857455535904732e-05,1.7857455535904732e-05
45,9.197930047504581,58.81329369544983,22.554828317541826,0.2799855172634125,0.2799855172634125,1.5684939140664803e-05,1.5684939140664803e-05
46,9.143356534754595,58.34803867340088,22.490856547104684,0.2786213457584381,0.2786213457584381,1.362853472593317e-05,1.362853472593317e-05
47,9.100378008098064,58.34800934791565,22.689424790834124,0.2808629274368286,0.2808629274368286,1.1695200513309785e-05,1.1695200513309785e-05
48,9.058642517436635,58.5355007648468,22.646769674200762,0.28055015206336975,0.28055015206336975,9.891478293787679e-06,9.891478293787679e-06
49,9.021338648930612,58.385538816452026,22.680351709064684,0.2822205424308777,0.2822205424308777,8.223471292402879e-06,8.223471292402879e-06
50,8.987528301705387,58.20264673233032,22.646000485671195,0.2711510956287384,0.2711510956287384,6.696823516852934e-06,6.696823516852934e-06
51,8.959174781010068,58.8623526096344,22.709609132064017,0.27480408549308777,0.27480408549308777,5.3167006599613225e-06,5.3167006599613225e-06
52,8.92923037983407,58.42707300186157,22.661894070474727,0.27428993582725525,0.27428993582725525,4.0877726206081886e-06,4.0877726206081886e-06
53,8.912222146240522,58.20157194137573,22.73722334911949,0.27127325534820557,0.27127325534820557,3.0141977022707035e-06,3.0141977022707035e-06
54,8.896665162053601,58.26677370071411,22.704951185929147,0.2704240083694458,0.2704240083694458,2.0996085426403836e-06,2.0996085426403836e-06
55,8.882227118859845,58.21580410003662,22.674000991018193,0.27155831456184387,0.27155831456184387,1.3470998219270543e-06,1.3470998219270543e-06
56,8.871002674102783,58.41202473640442,22.731078449048493,0.26907771825790405,0.26907771825790405,7.592177914405926e-07,7.592177914405926e-07
57,8.865857808193816,59.13790512084961,22.71578141262657,0.26804736256599426,0.26804736256599426,3.379516578824942e-07,3.379516578824942e-07
58,8.860487146437356,58.68751573562622,22.761026683606598,0.2695903778076172,0.2695903778076172,8.472685250006014e-08,8.472685250006014e-08
59,8.856583283612721,58.234081506729126,22.736370412926924,0.2699904143810272,0.2699904143810272,4.002078782935083e-10,4.002078782935083e-10
