Model,Weights,mAP50_Total,mAP50_Small,mAP50_Medium,mAP50_Large,mAP_Light,mAP_Moderate,mAP_Dense,PSNR_Avg,SSIM_Avg,PSNR_Light,SSIM_Light,PSNR_Moderate,SSIM_Moderate,PSNR_Dense,SSIM_Dense,mAP_Car_Light,mAP_Car_Moderate,mAP_Car_Dense,Best_Epoch
Static_Baseline,best_baseline_mAP.pt,0.13207779824733734,0.15692493319511414,0.18093529343605042,0.18587328493595123,0.13806948065757751,0.1426514983177185,0.1337229609489441,23.44588239987691,0.89815736,22.409034414291384,0.92217755,22.163705101013182,0.8936003,25.76490768432617,0.8786949,0.6231482028961182,0.6265444159507751,0.5869228839874268,18
Static_Backarb,best_backARB_mAP.pt,0.17394204437732697,0.205900177359581,0.21619440615177155,0.24807843565940857,0.18431571125984192,0.18094809353351593,0.16334788501262665,23.201614875793457,0.89792687,24.37291841506958,0.92932236,22.64528829574585,0.8926206,22.586637916564943,0.871836,0.7460182309150696,0.7302222847938538,0.7285507917404175,18
Static_Decarb,best_decARB_mAP.pt,0.11600186675786972,0.14159055054187775,0.136995330452919,0.17511817812919617,0.14342541992664337,0.12801241874694824,0.1046365275979042,27.44272371927897,0.9020629,28.761696949005128,0.9416497,28.34663263320923,0.90966994,25.21984157562256,0.8548695,0.5189329981803894,0.5034603476524353,0.4537406265735626,7
Static_Botharb,best_bothARB_mAP.pt,0.11055175215005875,0.12842145562171936,0.16019941866397858,0.11355963349342346,0.12797251343727112,0.11437965929508209,0.10375913232564926,27.3382825978597,0.913057,32.521258697509765,0.9499898,26.624243755340576,0.91789144,22.86934534072876,0.8712896,0.5676766633987427,0.554332435131073,0.49917706847190857,9
Dynamic_Baseline,best_dynamic-baseline_mAP.pt,0.1147201657295227,0.140726700425148,0.16775977611541748,0.1475507915019989,0.1296835094690323,0.12262991815805435,0.11042758077383041,23.935566069285073,0.8950362,23.728583164215088,0.9298257,23.41072772979736,0.8888552,24.667387313842774,0.8664284,0.54310542345047,0.5278832316398621,0.5155059695243835,17
Dynamic_Backarb,best_dynamic-backARB_mAP.pt,0.18008098006248474,0.20308759808540344,0.25141721963882446,0.23759561777114868,0.1830679029226303,0.18467457592487335,0.18277448415756226,22.775390513737996,0.89663553,18.58477137565613,0.9013846,23.037193241119386,0.90971893,26.704206924438477,0.8788043,0.7593499422073364,0.7499253153800964,0.7356347441673279,17
Dynamic_Decarb,best_dynamic-decARB_mAP.pt,0.12231931835412979,0.12458740174770355,0.1838616132736206,0.19047598540782928,0.12779688835144043,0.12817856669425964,0.12236472219228745,30.52074633280436,0.91963917,34.44435539245605,0.95453733,30.68387441635132,0.9238317,26.434009189605714,0.88054883,0.6701409816741943,0.6719792485237122,0.6324210166931152,14
Dynamic_Botharb,best_dynamic-bothARB_mAP.pt,0.14984619617462158,0.16113924980163574,0.21791426837444305,0.18655036389827728,0.15722501277923584,0.16216883063316345,0.14989234507083893,29.906852327982584,0.92250764,33.84864442825317,0.9560357,29.81691446304321,0.92347765,26.054998092651367,0.88800925,0.6461126804351807,0.6550773978233337,0.6243815422058105,26
