epoch,train_loss_total,train_loss_det,train_loss_enh,epoch_duration,val_loss_total,val_loss_det,val_loss_enh,val_psnr,val_ssim,val_prec_prox,val_mAP50,val_mAP,val_recall,lr_backbone,lr_det,lr_dec
0,47.34400894200914,78.8368850157926,0.10469037415839288,165.1699676513672,32.83455025522333,54.690846493369655,0.05010189145411316,21.797122553775186,0.7827714,0.033768974244594574,0.033768974244594574,0.033768974244594574,0.23074449598789215,1.0434064616132949e-05,1.0434064616132949e-05,0.00010434064616132938
1,25.594217998480723,42.62424461520204,0.04917551636065248,109.03820729255676,21.46751423885948,35.74955792176096,0.04444673853485208,22.682474186545925,0.86348397,0.12346002459526062,0.12346002459526062,0.12346002459526062,0.46392059326171875,2.801137565267452e-05,2.801137565267452e-05,0.00028011375652674513
2,18.265914067952984,30.413312508394725,0.04481453451745469,109.01829195022583,17.40235938523945,28.976838664004678,0.0406390309922005,23.596615640740644,0.88010496,0.1871463656425476,0.1871463656425476,0.1871463656425476,0.4994150996208191,5.20197016518341e-05,5.20197016518341e-05,0.000520197016518341
3,15.178037751057305,25.269180088581336,0.04132266964786759,108.9618911743164,16.468571148420637,27.422877311706543,0.037110280490627416,24.001517797771253,0.89848614,0.21547771990299225,0.21547771990299225,0.21547771990299225,0.5180745124816895,7.602274591345429e-05,7.602274591345429e-05,0.0007602274591345429
4,13.414254004678757,22.331116649424395,0.03895863190258278,109.17551350593567,15.698477694862767,26.137111513238203,0.04052514455428249,24.11769289719431,0.8483437,0.20930588245391846,0.20930588245391846,0.20930588245391846,0.485948771238327,9.358562769740331e-05,9.358562769740331e-05,0.0009358562769740331
5,12.14108453499486,20.211931225648122,0.03481329040350772,109.22627329826355,15.278896243948685,25.44203667891653,0.03418398266168017,24.881489954496686,0.90919495,0.24710583686828613,0.24710583686828613,0.24710583686828613,0.5242880582809448,9.999999979212171e-05,9.999999979212171e-05,0.0009999999979212171
6,11.137104511260986,18.54082290057478,0.03152589824599532,109.14924836158752,14.777095004131919,24.606173515319824,0.03347522059553548,24.989679938868473,0.91472495,0.26118844747543335,0.26118844747543335,0.26118844747543335,0.5006799101829529,9.99151429413104e-05,9.99151429413104e-05,0.0009991514294131038
7,10.337591559161961,17.209809856355005,0.029263149628701815,112.84871530532837,14.61772820824071,24.345183171724017,0.026544157023492613,26.63064203764263,0.91598237,0.27089977264404297,0.27089977264404297,0.27089977264404297,0.48910748958587646,9.96613897237883e-05,9.96613897237883e-05,0.000996613897237883
8,9.73562154351357,16.207376291759335,0.027988518389718473,109.51954174041748,14.552224159240723,24.23553735331485,0.02725291835438264,26.495825215389853,0.9191458,0.2621648609638214,0.2621648609638214,0.2621648609638214,0.4426843225955963,9.923959876011988e-05,9.923959876011988e-05,0.0009923959876011988
9,9.269910053025965,15.432155168168597,0.026541383907806162,109.60664868354797,14.334277843174181,23.867672844936973,0.03418376345775629,24.487113701669795,0.91236573,0.28436318039894104,0.28436318039894104,0.28436318039894104,0.46492913365364075,9.86511972574114e-05,9.86511972574114e-05,0.000986511972574114
10,8.888912816780115,14.798170020961463,0.025026062156035797,109.04440522193909,14.474426307176289,24.108539982845908,0.023254384433752613,27.58600310275429,0.92510355,0.2779889702796936,0.2779889702796936,0.2779889702796936,0.47702398896217346,9.78981761800939e-05,9.78981761800939e-05,0.000978981761800939
11,8.587011068965948,14.295406105376337,0.024417530937955297,109.23847198486328,14.403043546174702,23.987812418686715,0.02588876665226723,27.14876551377146,0.9241052,0.27959132194519043,0.27959132194519043,0.27959132194519043,0.4482782483100891,9.698308351312983e-05,9.698308351312983e-05,0.0009698308351312981
12,8.324606128620877,13.858821706712058,0.023281877050263848,109.82755017280579,14.664198034688047,24.424712733218545,0.0234243749689899,27.50567456295616,0.9263402,0.2822542190551758,0.2822542190551758,0.2822542190551758,0.556739091873169,9.590901564043844e-05,9.590901564043844e-05,0.0009590901564043844
13,8.095300094460992,13.477408067559747,0.022137322080639836,109.37880182266235,14.42242976238853,24.02057933807373,0.025203825856902097,27.07814221633108,0.91391754,0.2874451279640198,0.2874451279640198,0.2874451279640198,0.42075374722480774,9.467960686771277e-05,9.467960686771277e-05,0.0009467960686771276
14,7.903686663947509,13.158307594191692,0.021754423354907095,109.51408743858337,14.361627992830778,23.919091977571185,0.025430741915969474,26.654896786338405,0.92267454,0.2795790731906891,0.2795790731906891,0.2795790731906891,0.420575886964798,9.329901712507953e-05,9.329901712507953e-05,0.0009329901712507952
15,7.738302567909503,12.88291864933265,0.02137766502575721,109.25491952896118,14.241850790224577,23.721274928042764,0.022712993043425837,27.575128705878008,0.9258023,0.2595701813697815,0.2595701813697815,0.2595701813697815,0.4058894217014313,9.17719178912124e-05,9.17719178912124e-05,0.0009177191789121239
16,7.565599253185117,12.595188741773647,0.0212143069574008,109.11927723884583,14.07699293839304,23.447248157701996,0.02160870528926975,28.10256782330965,0.92710906,0.271293967962265,0.271293967962265,0.271293967962265,0.40355178713798523,9.010347638652695e-05,9.010347638652695e-05,0.0009010347638652694
17,7.432888011947321,12.374357899902009,0.02068243563455474,109.98708152770996,14.277581616451865,23.781275347659463,0.022039491095040973,27.926930778904964,0.9268946,0.268074095249176,0.268074095249176,0.268074095249176,0.3793996274471283,8.829933808894233e-05,8.829933808894233e-05,0.0008829933808894232
18,7.289897919822263,12.136283747454796,0.020318484793601085,109.65775036811829,14.22714060231259,23.697100187602796,0.022199512998524466,27.984474282515677,0.9285749,0.29746758937835693,0.29746758937835693,0.29746758937835693,0.430717796087265,8.636560763137103e-05,8.636560763137103e-05,0.0008636560763137102
19,7.175470537152783,11.945752102753211,0.020047501706135777,109.50329518318176,14.224039855756258,23.690604611446982,0.024191288571608693,27.452313322769967,0.92705035,0.2776041626930237,0.2776041626930237,0.2776041626930237,0.39118126034736633,8.430882814557354e-05,8.430882814557354e-05,0.0008430882814557352
20,7.045554115480764,11.72951246055316,0.019615904276250484,109.48484945297241,13.960599786356875,23.25339184309307,0.021410043939555947,28.105589063544024,0.92847353,0.2806554436683655,0.2806554436683655,0.2806554436683655,0.4119265377521515,8.213595912227161e-05,8.213595912227161e-05,0.000821359591222716
