epoch,train_loss_total,train_loss_det,train_loss_enh,train_w_det,train_w_enh,epoch_duration,val_loss_total,val_loss_det,val_loss_enh,val_psnr,val_ssim,val_prec_prox,val_mAP50,val_mAP,val_recall,lr_backbone,lr_det,lr_dec
0,77.16578265043636,77.04801879930646,0.12901611430541288,1.0000029338938314,1.0127129977025955,193.2525556087494,54.28753652070698,54.27038162632992,0.046715355527244116,22.251312055085833,0.74393195,0.036986902356147766,0.036986902356147766,0.036986902356147766,0.19860334694385529,1.0434064616132949e-05,1.0434064616132949e-05,0.00010434064616132938
1,42.59766409165433,42.625772987413555,0.039713692830928064,1.0000065344628122,1.0739079082273764,193.34264731407166,35.49726405896639,35.58011873144852,0.03775476076101002,24.33851046311228,0.8736733,0.13046003878116608,0.13046003878116608,0.13046003878116608,0.42023080587387085,2.801137565267452e-05,2.801137565267452e-05,0.00028011375652674513
2,30.54745082346997,30.71977103840221,0.034723493924545455,1.0000175129283557,1.2432410173281607,193.26762008666992,31.782898426055908,32.07194004560772,0.027060587155191523,27.06760963640715,0.90162843,0.17155060172080994,0.17155060172080994,0.17155060172080994,0.47695547342300415,5.20197016518341e-05,5.20197016518341e-05,0.000520197016518341
3,25.000039581968494,25.424779823207555,0.032462903146623256,1.000035488867087,1.6198515684627066,193.48765659332275,27.472470961119,28.073382528204668,0.022616077704649223,28.230881490205462,0.90871024,0.18774394690990448,0.18774394690990448,0.18774394690990448,0.4916779100894928,7.602274591345429e-05,7.602274591345429e-05,0.0007602274591345429
4,21.54091636663694,22.328192725824337,0.028431440583871075,1.000045286824337,2.371237172975809,193.61523413658142,25.08223837300351,25.988536533556488,0.05735180370117489,21.626055918241804,0.9062765,0.24310900270938873,0.24310900270938873,0.24310900270938873,0.5619984865188599,9.358562769740331e-05,9.358562769740331e-05,0.0009358562769740331
5,18.854797334880292,20.073974567520956,0.025000035408066824,1.0000556817622768,3.7561642574292367,193.7164580821991,24.029521189237897,25.470076786844356,0.02432179651958378,27.874890327453613,0.9217562,0.23648062348365784,0.23648062348365784,0.23648062348365784,0.45117130875587463,9.999999979212171e-05,9.999999979212171e-05,0.0009999999979212171
6,16.674590020344176,18.329430917961098,0.02309478285246555,1.0000581511509457,6.086397400470363,193.77189445495605,23.325665461389644,25.19978319971185,0.02084035794005582,28.898514998586553,0.90932035,0.23382985591888428,0.23382985591888428,0.23382985591888428,0.5016165375709534,9.99151429413104e-05,9.99151429413104e-05,0.0009991514294131038
7,15.007050536643002,17.047165836286396,0.022922085752844996,1.0000562877116905,9.684766356847877,193.39881920814514,22.36209346118726,24.628526235881605,0.01807266015461401,29.651347762659977,0.92971224,0.2863315939903259,0.2863315939903259,0.2863315939903259,0.5528081059455872,9.96613897237883e-05,9.96613897237883e-05,0.000996613897237883
8,13.639769222295396,16.022092967197814,0.021224611208169812,1.0000494152400934,15.019295402455105,193.7610285282135,22.493110104611045,24.91228931828549,0.026422902794652862,27.783934693587454,0.9254215,0.26093584299087524,0.26093584299087524,0.26093584299087524,0.4611084461212158,9.923959876011988e-05,9.923959876011988e-05,0.0009923959876011988
9,12.64155521288187,15.263003636303367,0.021229878917546668,1.0000687463903875,22.180965002053956,194.114675283432,21.67508097698814,24.407786093260114,0.020246179627352638,29.217257750661748,0.92076963,0.27919238805770874,0.27919238805770874,0.27919238805770874,0.4644937813282013,9.86511972574114e-05,9.86511972574114e-05,0.000986511972574114
10,11.864609556885723,14.650195395311219,0.020686579268238855,1.00007128379188,30.742503713290894,194.92598032951355,21.45603591517398,24.337959440130938,0.01932953651014127,29.35086777335719,0.9313806,0.250294953584671,0.250294953584671,0.250294953584671,0.457619309425354,9.78981761800939e-05,9.78981761800939e-05,0.000978981761800939
11,11.245391699213966,14.156679438946762,0.019342039828553655,1.0000763499998373,39.642445961883446,194.60070061683655,21.70475031200208,24.563341341520612,0.021021351414291484,28.88334204021253,0.92321116,0.28062936663627625,0.28062936663627625,0.28062936663627625,0.4503207504749298,9.698308351312983e-05,9.698308351312983e-05,0.0009698308351312981
12,10.8017883211094,13.729287604179502,0.019571214337719366,1.0000711373027216,46.82021839416887,194.24114894866943,21.61689926448621,24.533587330266048,0.019898258688810625,29.233952371697676,0.9296826,0.28908178210258484,0.28908178210258484,0.28908178210258484,0.4460594952106476,9.590901564043844e-05,9.590901564043844e-05,0.0009590901564043844
13,10.439717315207455,13.380242737856777,0.019417869408839737,1.0000693594400412,50.47055499157562,194.3087282180786,21.169093458276045,24.081019000003213,0.01996473752354321,29.330341740658408,0.93285257,0.27610042691230774,0.27610042691230774,0.27610042691230774,0.46658650040626526,9.467960686771277e-05,9.467960686771277e-05,0.0009467960686771276
14,10.019196173987792,13.034947474548435,0.018008046050710737,1.000059061289581,53.99216709914252,194.32474660873413,21.25864721599378,24.308826346146432,0.017407519473253114,30.00588301608437,0.9336043,0.2368565946817398,0.2368565946817398,0.2368565946817398,0.397024929523468,9.329901712507953e-05,9.329901712507953e-05,0.0009329901712507952
15,9.748918643192065,12.780667690647807,0.01772679911990618,1.0000665548453136,56.19547091756121,194.3996741771698,21.113991561688874,24.120153025576943,0.018170397140477832,29.872025941547594,0.9334422,0.26167187094688416,0.26167187094688416,0.26167187094688416,0.4164986312389374,9.17719178912124e-05,9.17719178912124e-05,0.0009177191789121239
16,9.483126708332648,12.503727548174723,0.017919834954284574,1.0000571427300433,57.24651000043815,194.90038418769836,21.299602558738307,24.237057459981816,0.019381990215103877,29.536147218001517,0.932726,0.2672160863876343,0.2672160863876343,0.2672160863876343,0.39893844723701477,9.010347638652695e-05,9.010347638652695e-05,0.0009010347638652694
17,9.20988115472106,12.262493462398135,0.017362135437647096,1.0000577737171448,57.692559532237276,194.4777226448059,20.542711609288265,23.65305182808324,0.016381189668256985,30.282584290755423,0.93448484,0.2709732949733734,0.2709732949733734,0.2709732949733734,0.42995887994766235,8.829933808894233e-05,8.829933808894233e-05,0.0008829933808894232
18,9.018183969031307,12.053835394987866,0.01765336126503666,1.0000619593085167,58.003725721544605,194.21784734725952,21.35855457657262,24.01919274581106,0.02419881257963808,28.131866957011976,0.9331668,0.2501736581325531,0.2501736581325531,0.2501736581325531,0.42790618538856506,8.636560763137103e-05,8.636560763137103e-05,0.0008636560763137102
19,8.743664162286024,11.834364018096446,0.01671532088552009,1.0000513020354005,58.805409087656436,194.42903017997742,20.8524432182312,23.972653539557207,0.016233693048554033,30.310361611215694,0.93436056,0.2659960389137268,0.2659960389137268,0.2659960389137268,0.4095822870731354,8.430882814557354e-05,8.430882814557354e-05,0.0008430882814557352
20,8.53744485759436,11.657654699486999,0.01622795560732951,1.0000576029376924,61.348525522644614,194.82891964912415,20.590945946542842,23.672473104376543,0.016876706387847662,30.120752987108734,0.9333484,0.2700316905975342,0.2700316905975342,0.2700316905975342,0.40154799818992615,8.213595912227161e-05,8.213595912227161e-05,0.000821359591222716
21,8.355630158630658,11.486472691861813,0.01606329047153222,1.0000505045663601,60.95916344454296,194.49709272384644,20.422775017587764,23.490235529447858,0.017014395641653163,30.061890702498587,0.93376595,0.2822372019290924,0.2822372019290924,0.2822372019290924,0.4279179871082306,7.985435286243461e-05,7.985435286243461e-05,0.000798543528624346
22,8.196191088532952,11.314000844208051,0.0162674143449126,1.0000503741461655,62.78301218086649,195.04109048843384,20.67822871710125,23.724539204647666,0.017400460954951614,30.047858639767295,0.9345074,0.27372750639915466,0.27372750639915466,0.27372750639915466,0.4070809781551361,7.747172959942041e-05,7.747172959942041e-05,0.0007747172959942039
23,8.00808937796231,11.149269557671861,0.01589258431623395,1.0000548600029422,63.16876029968262,195.05047607421875,20.416576887431898,23.5373410676655,0.016182998440375452,30.327306446276214,0.93453705,0.23183798789978027,0.23183798789978027,0.23183798789978027,0.3929288387298584,7.499615137614942e-05,7.499615137614942e-05,0.000749961513761494
24,7.825731162367196,11.009537205053347,0.015227167195637584,1.00004659364216,64.2460775285679,195.030424118042,20.34816895033184,23.46355024136995,0.01628980800313385,30.32494288996646,0.9343873,0.27379941940307617,0.27379941940307617,0.27379941940307617,0.42819932103157043,7.243599476570338e-05,7.243599476570338e-05,0.0007243599476570337
25,7.6874772680216825,10.854149990320954,0.01549596089992357,1.0000416541174288,64.69371515830109,195.3961887359619,20.528019214931287,23.622623995730752,0.016613919753581285,30.200548222190456,0.9345601,0.25126171112060547,0.25126171112060547,0.25126171112060547,0.4023415148258209,6.97999225276536e-05,6.97999225276536e-05,0.0006979992252765359
26,7.504723149033549,10.686862564385871,0.015256691715303446,1.0000457946783323,65.26310341335763,193.67394590377808,20.36384301436575,23.42067071011192,0.017140929489151427,30.167373757613333,0.935042,0.2980136275291443,0.2980136275291443,0.2980136275291443,0.4255606234073639,6.709685429602461e-05,6.709685429602461e-05,0.0006709685429602461
27,7.361835384443636,10.569198133056066,0.014876947468175876,1.0000417867798044,65.96830140834318,192.39421772956848,20.366312729684932,23.495620451475446,0.016050925257762794,30.35210985886423,0.93490195,0.25904572010040283,0.25904572010040283,0.25904572010040283,0.40495365858078003,6.433593639807621e-05,6.433593639807621e-05,0.000643359363980762
28,7.233593676157506,10.439523475670889,0.014900766572912097,1.0000373313793194,67.03373082080232,192.47209095954895,20.115012846494977,23.229023833023874,0.016261393498433262,30.39011388075979,0.93592674,0.254379540681839,0.254379540681839,0.254379540681839,0.3760645389556885,6.152651090602707e-05,6.152651090602707e-05,0.0006152651090602706
29,7.095615504303696,10.311432398972466,0.014753740470634545,1.0000398816733524,67.67254125660864,191.9172933101654,20.12260741936533,23.262716343528346,0.015868265917034524,30.445295032701996,0.93540424,0.26502862572669983,0.26502862572669983,0.26502862572669983,0.40942439436912537,5.867808402643962e-05,5.867808402643962e-05,0.000586780840264396
